Cell_ID,Base_Station_ID,Location_Lat,Location_Lon,Transport_Device_ID,Transport_Interface_ID,RRC_ConnEstabFail,RRC_ConnEstabSucc,RRC_ConnEstabAtt,ERAB_EstabInitSuccNbr_QCI,DL_PRB_Utilization,Cell_Availability,Timestamp
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,6,75,82,68.82941342815961,39.42863349360903,99.50343474691532,2026-01-01T05:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,83,91,77.43666459934322,43.250726855471804,99.50869586874629,2026-01-01T06:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,86,94,81.50216021663834,44.646366982893895,99.53193163858609,2026-01-01T06:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,89,99,90.49416898477783,49.54211918994239,99.4665150218095,2026-01-01T06:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,10,96,106,96.79254892258406,50.0696433371871,99.48763986072447,2026-01-01T06:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,108,117,97.6847351454005,50.0300205145884,99.49135659487771,2026-01-01T07:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,102,111,98.2390450016863,53.56972592440388,99.52604350351316,2026-01-01T07:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,105,113,98.44278776450724,56.85277631820599,99.52175462513046,2026-01-01T07:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,103,113,89.2441740576388,58.173781358385384,99.5311065221711,2026-01-01T07:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,111,120,102.51131805690581,60.54465289732506,99.51193738978841,2026-01-01T08:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,112,121,106.8201408259346,59.019934479603066,99.53200500308003,2026-01-01T08:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,10,117,127,114.1864001906844,71.91217833550905,99.49853370982302,2026-01-01T08:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,117,129,112.89852410938965,66.21930705947184,99.50719775593709,2026-01-01T08:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,13,121,135,121.67273045755587,70.34354357737458,99.50257048598091,2026-01-01T09:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,126,140,121.20802832923114,72.2017967782771,99.5196175233171,2026-01-01T09:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,136,151,122.28722438786355,71.29056886737445,99.5333206374976,2026-01-01T09:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,133,150,127.21682351691582,73.90884416421713,99.5431485403485,2026-01-01T09:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,138,155,130.7249897179142,76.08017077682744,99.49698787517744,2026-01-01T10:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,131,148,129.861444268581,76.28925925824028,99.51024305999188,2026-01-01T10:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,17,139,157,130.43854569767169,78.90063018759419,99.4814395729341,2026-01-01T10:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,17,143,161,134.13062454511066,74.56816748590866,99.49910416401246,2026-01-01T10:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,139,157,134.70164130614955,81.19593214702765,99.45074496432238,2026-01-01T11:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,140,159,137.45879063992,80.07841834613639,99.50301749617216,2026-01-01T11:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,138,156,137.18578758963693,78.59901377632612,99.51812609760664,2026-01-01T11:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,163,137.0424948853316,81.60619368729182,99.50529397096939,2026-01-01T11:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,20,140,160,134.0894174486137,84.68728271808659,99.4843716415884,2026-01-01T12:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,163,137.91994071152544,84.09721254068019,99.48716097349956,2026-01-01T12:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,163,135.4297838467239,82.43621216409987,99.52414227121895,2026-01-01T12:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,141,161,135.00714840980214,85.0,99.5125348216643,2026-01-01T12:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,164,138.95876241526426,85.0,99.52716789136025,2026-01-01T13:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,145,164,140.0,85.0,99.4671817557744,2026-01-01T13:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,20,143,163,140.0,84.26672307886227,99.5241468032927,2026-01-01T13:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,164,140.0,84.68685465402311,99.52360409446356,2026-01-01T13:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,142,161,138.8819390734951,85.0,99.53339266747507,2026-01-01T14:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,163,139.34552271169304,85.0,99.51474010554087,2026-01-01T14:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,145,164,134.94025046897718,85.0,99.52902096829764,2026-01-01T14:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,164,140.0,77.99979656450695,99.51029995433254,2026-01-01T14:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,145,164,134.62684235931442,85.0,99.50925806647007,2026-01-01T15:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,140,160,137.54817999691986,84.9554845091973,99.45887568793813,2026-01-01T15:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,143,161,136.27312981820356,83.51680170489735,99.47915974245099,2026-01-01T15:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,140,159,132.51585070252463,80.24392103536408,99.4970152509077,2026-01-01T15:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,20,144,164,138.01747294658787,82.6840579237831,99.46222128363756,2026-01-01T16:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,142,160,130.51078165717786,81.86063713945252,99.48027197030011,2026-01-01T16:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,17,137,155,132.07106977350406,83.78723303178312,99.48317517573152,2026-01-01T16:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,17,139,156,128.37654990604517,78.13856725356527,99.50003035716023,2026-01-01T16:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,137,155,127.22793945426055,76.48488564289175,99.5243943772844,2026-01-01T17:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,132,148,127.52043504589179,77.6537632866368,99.4996548893952,2026-01-01T17:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,131,148,127.99602322646163,72.58284598946877,99.50428043088917,2026-01-01T17:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,129,145,126.31218036646997,74.41662158242887,99.48388780698566,2026-01-01T17:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,130,147,125.43709896151725,73.83234637490408,99.50460975770127,2026-01-01T18:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,125,140,122.11115064680695,75.32193128873642,99.5107713014167,2026-01-01T18:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,127,141,122.02693623500764,74.63922365958369,99.52593912616769,2026-01-01T18:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,123,138,126.30889467737003,73.60455074226164,99.5008489189841,2026-01-01T18:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,127,142,121.6154266443927,70.31782595963874,99.51011053531012,2026-01-01T19:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,126,141,124.01489363525069,70.46499202432896,99.51213622752013,2026-01-01T19:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,13,126,139,116.35740844063713,70.07800791265338,99.49693116272509,2026-01-01T19:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,13,121,134,115.2616434935633,70.05661845488694,99.46095710552818,2026-01-01T19:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,12,120,133,111.94861442263073,69.57537818295265,99.48826006268362,2026-01-01T20:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,12,118,130,113.10442985205131,67.6840446965996,99.46742615718803,2026-01-01T20:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,115,126,113.84299256106725,67.65038337028369,99.50678290078612,2026-01-01T20:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,117,128,109.0691425059025,61.693567970432674,99.53066832298178,2026-01-01T20:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,10,117,128,102.83741864808678,66.10873298276964,99.49167964488919,2026-01-01T21:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,111,121,103.11893273004611,61.74750298341265,99.51199690539657,2026-01-01T21:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,105,114,101.34695102518566,56.292578502456756,99.47430214154262,2026-01-01T21:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,102,111,93.32975025389018,51.15401321697189,99.50301832881212,2026-01-01T21:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,99,107,91.7351793392679,49.90264754171369,99.5164844970714,2026-01-01T22:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,7,97,105,89.04101589561681,50.69977314147914,99.51736033035424,2026-01-01T22:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,96,105,94.63326213317808,54.14921358146254,99.5225676639947,2026-01-01T22:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,93,102,93.0551145195011,49.641014577199066,99.53572885675099,2026-01-01T22:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,92,102,94.75514510904128,53.00236813481824,99.51982252353994,2026-01-01T23:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,97,106,96.0898959331768,52.010931357434146,99.51516456735631,2026-01-01T23:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,97,106,93.96816624272189,50.4208785563482,99.48882434634456,2026-01-01T23:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,98,107,88.9906308184995,50.87929266966242,99.46505277601226,2026-01-01T23:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,97,106,89.82237044277556,51.34539532537829,99.49339446839653,2026-01-02T00:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,99,108,93.0393439819413,49.328374187142074,99.48986752169401,2026-01-02T00:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,100,110,92.46743707471364,48.250667079406504,99.50685994810989,2026-01-02T00:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,95,104,91.6797526499531,46.44141666587061,99.50523279248745,2026-01-02T00:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,95,103,87.66716152253645,42.96771772083289,99.50902006132029,2026-01-02T01:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,7,86,94,85.37626936344832,43.75084409633092,99.53383552966638,2026-01-02T01:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,6,78,85,80.12693245792504,38.61097222765401,99.50154688985668,2026-01-02T01:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,5,81,87,72.05087690070853,36.80080716571861,99.48729484832117,2026-01-02T01:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,5,76,81,71.15181522827129,35.18248328707789,99.46574454781616,2026-01-02T02:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,3,75,78,70.04217771287068,34.66898264222535,99.49333199215106,2026-01-02T02:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,2,69,71,67.22522469410401,31.153817992093558,99.4965374010073,2026-01-02T02:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,0,65,66,62.079437310523815,25.10230424880023,99.5106512725711,2026-01-02T02:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,1,60,61,56.89779748673884,25.194181830044283,99.47503598360368,2026-01-02T03:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,0,58,58,57.65078053113917,20.84430071055818,99.53174718673867,2026-01-02T03:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,0,55,55,50.0,21.295565744672448,99.52049886053148,2026-01-02T03:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,0,55,55,55.7676448239105,20.0,99.52359380122626,2026-01-02T03:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,0,55,55,50.226013226582495,20.0,99.48321387311756,2026-01-02T04:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,0,58,58,50.0,20.0,99.48122587266558,2026-01-02T04:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,0,60,60,50.14037312760551,22.316700155738136,99.4896193776746,2026-01-02T04:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,2,63,65,51.13868923781641,24.62235591559615,99.51313511416343,2026-01-02T04:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,2,62,65,59.27938725829879,25.848244247599045,99.46078388252916,2026-01-02T05:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,4,72,77,63.50388967450424,27.823600398719407,99.46911600844024,2026-01-02T05:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,4,73,77,68.94181656940943,31.374503104661827,99.53072428707239,2026-01-02T05:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,6,81,88,66.50987733740585,37.05419253773605,99.4766664195147,2026-01-02T05:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,83,91,75.83707665135682,39.05237080914469,99.50060790064703,2026-01-02T06:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,86,95,84.61600512499919,41.508024057160775,99.49377098575441,2026-01-02T06:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,86,96,86.70061662227039,45.3322091450068,99.51055399364456,2026-01-02T06:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,95,104,95.18407444716978,51.02339411005906,99.48561370987761,2026-01-02T06:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,10,99,109,93.04690819158448,53.75488459193065,99.4561297148416,2026-01-02T07:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,100,109,96.12709263155246,55.324277434855944,99.4472939177142,2026-01-02T07:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,104,113,101.81708001956329,58.587641633344056,99.44448978888721,2026-01-02T07:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,108,117,102.75442602420478,61.9156952576333,99.44086076460015,2026-01-02T07:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,108,117,105.3920501924962,63.65122002277366,99.45100516309412,2026-01-02T08:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,10,117,127,107.89507097850239,60.26320257345202,99.45656181639441,2026-01-02T08:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,112,124,109.10883210368827,64.11370784267424,99.51738193498406,2026-01-02T08:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,116,128,116.73530706385178,70.0302909831846,99.52345034562123,2026-01-02T08:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,13,123,137,121.60042951622943,70.80679515196758,99.51127918783155,2026-01-02T09:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,122,137,121.95878420073743,72.83461368634391,99.52064711619036,2026-01-02T09:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,131,146,129.92466098975345,74.88821591827333,99.4999720587909,2026-01-02T09:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,134,151,131.16002163885355,74.80084009247891,99.50345222606238,2026-01-02T09:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,131,147,131.50379310234177,76.36785732025564,99.47818699961529,2026-01-02T10:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,135,151,132.26559164581812,78.10539843447133,99.44976523498607,2026-01-02T10:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,135,153,129.6940331519848,82.54200576081641,99.48226682740238,2026-01-02T10:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,17,138,156,134.30926759749235,83.97786296989207,99.48899492627652,2026-01-02T10:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,17,141,159,135.19014106885544,80.79659055017679,99.47396802853176,2026-01-02T11:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,140,159,135.39966864149108,81.66031449695315,99.48242267463043,2026-01-02T11:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,138,158,138.3996094531928,80.82946316174653,99.4982140185121,2026-01-02T11:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,142,161,135.3568246694137,82.83692918186216,99.48951024437164,2026-01-02T11:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,143,162,136.03140739507316,84.02692814282996,99.4696040592623,2026-01-02T12:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,163,138.19661441116406,83.11358534261007,99.52606179948889,2026-01-02T12:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,141,161,136.5920205144262,85.0,99.51179142208545,2026-01-02T12:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,141,159,138.8943944638414,83.43518492325977,99.51379209102663,2026-01-02T12:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,142,161,140.0,80.25028220271051,99.50940134100644,2026-01-02T13:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,144,164,140.0,83.3945466231745,99.48967208142575,2026-01-02T13:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,145,164,138.48412809240332,84.68409542502106,99.48731804887805,2026-01-02T13:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,145,164,140.0,85.0,99.4906097900957,2026-01-02T13:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,145,164,137.49867236774958,84.48606398429955,99.4837415849451,2026-01-02T14:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,20,141,161,129.96183832685094,83.95811718808676,99.48120871809961,2026-01-02T14:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,20,142,162,136.93027132968882,82.8523998906381,99.47546290581707,2026-01-02T14:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,20,142,162,136.80125857413034,83.67634226417971,99.52618813323112,2026-01-02T14:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,140,159,135.84639178012782,83.14839241919613,99.53182282580246,2026-01-02T15:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,138,158,132.7415829586494,84.52502648146107,99.51250713482673,2026-01-02T15:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,137,156,135.76918252173166,85.0,99.48855738275643,2026-01-02T15:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,19,139,158,132.76237276669397,81.1243912964481,99.49529409687456,2026-01-02T15:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,141,160,132.58349888373712,81.65571789583916,99.5238663792994,2026-01-02T16:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,18,136,154,134.6370417844773,78.66678978386615,99.47237001796965,2026-01-02T16:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,136,153,133.40244497515027,80.52100518604223,99.47568280007263,2026-01-02T16:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,134,151,133.0592019966274,80.8814000505818,99.48205877616338,2026-01-02T16:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,137,153,128.53147370392267,85.0,99.49208895131008,2026-01-02T17:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,136,152,130.52975593375794,78.21271967395145,99.5285185588338,2026-01-02T17:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,16,129,145,132.60992648192288,76.4376301459311,99.53837078302641,2026-01-02T17:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,131,146,128.80600334642196,73.672415482226,99.49641767905695,2026-01-02T17:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,130,145,128.36804443458124,72.78614933540362,99.50993638090709,2026-01-02T18:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,129,143,127.28729311316101,70.26421128954819,99.5265096804749,2026-01-02T18:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,15,124,139,124.97494312157829,73.4215657515805,99.54615455780072,2026-01-02T18:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,126,141,123.22570478146214,75.68422248206551,99.47431138257704,2026-01-02T18:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,13,124,138,122.31048501210093,73.0814715717777,99.49570963705554,2026-01-02T19:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,122,136,120.38490674711257,68.69243795190053,99.51985535384908,2026-01-02T19:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,14,122,137,121.62921166384196,71.51162429003077,99.51891242329943,2026-01-02T19:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,13,126,139,120.75902791445546,68.29083442352669,99.48887723140517,2026-01-02T19:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,13,125,138,118.0587222867985,68.34466806848931,99.4541185422432,2026-01-02T20:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,121,133,110.44151859343982,67.45430177119124,99.5059876747608,2026-01-02T20:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,117,128,114.26926127771272,66.73462304501489,99.50684062208724,2026-01-02T20:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,11,115,127,111.76375392750845,66.5640788798167,99.4932606270856,2026-01-02T20:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,10,115,126,114.46475909479582,63.41713346195136,99.4676156435788,2026-01-02T21:00:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,10,107,118,106.82525497130847,60.44803059944465,99.50940609731767,2026-01-02T21:15:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,9,101,111,96.24137594984424,55.21356741516775,99.46748199890904,2026-01-02T21:30:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,8,101,109,97.53265677501801,53.53518586920346,99.46433557228085,2026-01-02T21:45:00+00:00
CELL_29,eNB_003,40.40257339647678,-79.50518755461663,RTR_001,eth0,6,93,100,91.8450586364412,51.939267851753726,99.50353907451235,2026-01-02T22:00:00+00:00
