country,county,city,wind_speed,wind_direction,timestamp
Italy,Lombardy,Milan,17.56,280,2025-10-01 21:00:00
Italy,Lombardy,Milan,17.69,9,2025-10-01 22:00:00
Italy,Lombardy,Milan,11.93,349,2025-10-01 23:00:00
Italy,Campania,Naples,24.27,60,2025-09-27 00:00:00
Italy,Campania,Naples,12.63,133,2025-10-01 01:00:00
Italy,Campania,Naples,12.55,208,2025-10-01 02:00:00
Italy,Campania,Naples,21.5,38,2025-10-01 03:00:00
Italy,Campania,Naples,13.54,256,2025-10-01 04:00:00
Italy,Campania,Naples,23.5,30,2025-10-01 05:00:00
Italy,Campania,Naples,21.87,347,2025-10-01 06:00:00
Italy,Campania,Naples,20.71,250,2025-10-01 07:00:00
Italy,Campania,Naples,14.84,172,2025-10-01 08:00:00
Italy,Campania,Naples,16.5,135,2025-10-01 09:00:00
Italy,Campania,Naples,16.19,339,2025-10-01 10:00:00
Italy,Campania,Naples,13.51,34,2025-10-01 11:00:00
Italy,Campania,Naples,24.05,295,2025-10-01 12:00:00
Italy,Campania,Naples,16.29,339,2025-10-01 13:00:00
Italy,Campania,Naples,23.17,216,2025-10-01 14:00:00
Italy,Campania,Naples,17.45,147,2025-10-01 15:00:00
Italy,Campania,Naples,24.6,105,2025-10-01 16:00:00
Italy,Campania,Naples,13.97,76,2025-10-01 17:00:00
Italy,Campania,Naples,22.47,288,2025-10-01 18:00:00
Italy,Campania,Naples,12.45,258,2025-10-01 19:00:00
Italy,Campania,Naples,19.18,51,2025-10-01 20:00:00
Italy,Campania,Naples,14.53,141,2025-10-01 21:00:00
Italy,Campania,Naples,12.89,121,2025-10-01 22:00:00
Italy,Campania,Naples,11.39,3,2025-10-01 23:00:00
Italy,Piedmont,Turin,22.3,75,2025-09-27 00:00:00
Italy,Piedmont,Turin,21.63,156,2025-10-01 01:00:00
Italy,Piedmont,Turin,21.34,345,2025-10-01 02:00:00
Italy,Piedmont,Turin,22.93,123,2025-10-01 03:00:00
Italy,Piedmont,Turin,17.56,253,2025-10-01 04:00:00
Italy,Piedmont,Turin,12.39,249,2025-10-01 05:00:00
Italy,Piedmont,Turin,14.06,149,2025-10-01 06:00:00
Italy,Piedmont,Turin,12.86,50,2025-10-01 07:00:00
Italy,Piedmont,Turin,13.39,322,2025-10-01 08:00:00
Italy,Piedmont,Turin,23.04,27,2025-10-01 09:00:00
Italy,Piedmont,Turin,23.5,194,2025-10-01 10:00:00
Italy,Piedmont,Turin,12.41,241,2025-10-01 11:00:00
Italy,Piedmont,Turin,15.5,228,2025-10-01 12:00:00
Italy,Piedmont,Turin,19.56,13,2025-10-01 13:00:00
Italy,Piedmont,Turin,24.26,201,2025-10-01 14:00:00
Italy,Piedmont,Turin,24.1,208,2025-10-01 15:00:00
Italy,Piedmont,Turin,16.29,50,2025-10-01 16:00:00
Italy,Piedmont,Turin,20.11,120,2025-10-01 17:00:00
Italy,Piedmont,Turin,12.3,169,2025-10-01 18:00:00
Italy,Piedmont,Turin,20.54,358,2025-10-01 19:00:00
Italy,Piedmont,Turin,15.85,338,2025-10-01 20:00:00
Italy,Piedmont,Turin,11.01,193,2025-10-01 21:00:00
Italy,Piedmont,Turin,18.23,24,2025-10-01 22:00:00
Italy,Piedmont,Turin,20.1,192,2025-10-01 23:00:00
Italy,Sicily,Palermo,16.39,224,2025-09-27 00:00:00
Italy,Sicily,Palermo,24.84,210,2025-10-01 01:00:00
Italy,Sicily,Palermo,17.71,89,2025-10-01 02:00:00
Italy,Sicily,Palermo,21.59,241,2025-10-01 03:00:00
Italy,Sicily,Palermo,20.75,148,2025-10-01 04:00:00
Italy,Sicily,Palermo,17.09,122,2025-10-01 05:00:00
Italy,Sicily,Palermo,13.84,261,2025-10-01 06:00:00
Italy,Sicily,Palermo,24.99,103,2025-10-01 07:00:00
Italy,Sicily,Palermo,22.89,69,2025-10-01 08:00:00
Italy,Sicily,Palermo,23.91,131,2025-10-01 09:00:00
Italy,Sicily,Palermo,14.58,257,2025-10-01 10:00:00
Italy,Sicily,Palermo,17.41,260,2025-10-01 11:00:00
Italy,Sicily,Palermo,21.9,29,2025-10-01 12:00:00
Italy,Sicily,Palermo,13.16,330,2025-10-01 13:00:00
Italy,Sicily,Palermo,18.43,98,2025-10-01 14:00:00
Italy,Sicily,Palermo,11.62,33,2025-10-01 15:00:00
Italy,Sicily,Palermo,16.43,215,2025-10-01 16:00:00
Italy,Sicily,Palermo,20.15,352,2025-10-01 17:00:00
Italy,Sicily,Palermo,19.57,290,2025-10-01 18:00:00
Italy,Sicily,Palermo,16.51,177,2025-10-01 19:00:00
Italy,Sicily,Palermo,23.11,243,2025-10-01 20:00:00
Italy,Sicily,Palermo,22.4,185,2025-10-01 21:00:00
Italy,Sicily,Palermo,14.49,173,2025-10-01 22:00:00
Italy,Sicily,Palermo,19.97,171,2025-10-01 23:00:00
Italy,Liguria,Genoa,24.77,80,2025-09-27 00:00:00
Italy,Liguria,Genoa,15.14,43,2025-10-01 01:00:00
Italy,Liguria,Genoa,11.88,20,2025-10-01 02:00:00
Italy,Liguria,Genoa,22.88,245,2025-10-01 03:00:00
Italy,Liguria,Genoa,12.58,74,2025-10-01 04:00:00
Italy,Liguria,Genoa,16.86,192,2025-10-01 05:00:00
Italy,Liguria,Genoa,19.36,93,2025-10-01 06:00:00
Italy,Liguria,Genoa,16.77,107,2025-10-01 07:00:00
Italy,Liguria,Genoa,15.58,285,2025-10-01 08:00:00
Italy,Liguria,Genoa,10.34,241,2025-10-01 09:00:00
Italy,Liguria,Genoa,19.86,239,2025-10-01 10:00:00
Italy,Liguria,Genoa,19.68,241,2025-10-01 11:00:00
Italy,Liguria,Genoa,14.99,165,2025-10-01 12:00:00
Italy,Liguria,Genoa,24.56,68,2025-10-01 13:00:00
Italy,Liguria,Genoa,13.28,314,2025-10-01 14:00:00
Italy,Liguria,Genoa,17.13,358,2025-10-01 15:00:00
Italy,Liguria,Genoa,10.67,180,2025-10-01 16:00:00
Italy,Liguria,Genoa,14.72,117,2025-10-01 17:00:00
Italy,Liguria,Genoa,23.96,146,2025-10-01 18:00:00
Italy,Liguria,Genoa,19.12,31,2025-10-01 19:00:00
Italy,Liguria,Genoa,16.21,206,2025-10-01 20:00:00
Italy,Liguria,Genoa,24.02,87,2025-10-01 21:00:00
Italy,Liguria,Genoa,16.92,239,2025-10-01 22:00:00
Italy,Liguria,Genoa,19.78,327,2025-10-01 23:00:00
Italy,Emilia-Romagna,Bologna,22.05,351,2025-09-27 00:00:00
Italy,Emilia-Romagna,Bologna,12.86,232,2025-10-01 01:00:00
Italy,Emilia-Romagna,Bologna,20.25,29,2025-10-01 02:00:00
Italy,Emilia-Romagna,Bologna,10.41,196,2025-10-01 03:00:00
Italy,Emilia-Romagna,Bologna,18.16,196,2025-10-01 04:00:00
Italy,Emilia-Romagna,Bologna,12.61,60,2025-10-01 05:00:00
Italy,Emilia-Romagna,Bologna,14.92,133,2025-10-01 06:00:00
Italy,Emilia-Romagna,Bologna,24.63,187,2025-10-01 07:00:00
Italy,Emilia-Romagna,Bologna,10.09,154,2025-10-01 08:00:00
Italy,Emilia-Romagna,Bologna,12.32,207,2025-10-01 09:00:00
Italy,Emilia-Romagna,Bologna,11.47,290,2025-10-01 10:00:00
Italy,Emilia-Romagna,Bologna,15.43,133,2025-10-01 11:00:00
Italy,Emilia-Romagna,Bologna,18.81,232,2025-10-01 12:00:00
Italy,Emilia-Romagna,Bologna,20.29,73,2025-10-01 13:00:00
Italy,Emilia-Romagna,Bologna,13.07,18,2025-10-01 14:00:00
Italy,Emilia-Romagna,Bologna,15.75,174,2025-10-01 15:00:00
Italy,Emilia-Romagna,Bologna,18.75,313,2025-10-01 16:00:00
Italy,Emilia-Romagna,Bologna,21.32,28,2025-10-01 17:00:00
Italy,Emilia-Romagna,Bologna,23.21,105,2025-10-01 18:00:00
Italy,Emilia-Romagna,Bologna,22.25,355,2025-10-01 19:00:00
Italy,Emilia-Romagna,Bologna,16.92,183,2025-10-01 20:00:00
Italy,Emilia-Romagna,Bologna,17.09,305,2025-10-01 21:00:00
Italy,Emilia-Romagna,Bologna,23.01,310,2025-10-01 22:00:00
Italy,Emilia-Romagna,Bologna,12.46,257,2025-10-01 23:00:00
Italy,Tuscany,Florence,22.76,107,2025-09-27 00:00:00
Italy,Tuscany,Florence,20.96,213,2025-10-01 01:00:00
Italy,Tuscany,Florence,14.71,4,2025-10-01 02:00:00
Italy,Tuscany,Florence,11.84,246,2025-10-01 03:00:00
Italy,Tuscany,Florence,19.56,205,2025-10-01 04:00:00
Italy,Tuscany,Florence,12.93,189,2025-10-01 05:00:00
Italy,Tuscany,Florence,14.96,202,2025-10-01 06:00:00
Italy,Tuscany,Florence,11.16,290,2025-10-01 07:00:00
Italy,Tuscany,Florence,22.24,222,2025-10-01 08:00:00
Italy,Tuscany,Florence,11.43,324,2025-10-01 09:00:00
Italy,Tuscany,Florence,23.2,300,2025-10-01 10:00:00
Italy,Tuscany,Florence,13.76,336,2025-10-01 11:00:00
Italy,Tuscany,Florence,14.66,13,2025-10-01 12:00:00
Italy,Tuscany,Florence,24.83,172,2025-10-01 13:00:00
Italy,Tuscany,Florence,22.64,344,2025-10-01 14:00:00
Italy,Tuscany,Florence,19.45,73,2025-10-01 15:00:00
Italy,Tuscany,Florence,12.72,210,2025-10-01 16:00:00
Italy,Tuscany,Florence,20.02,135,2025-10-01 17:00:00
Italy,Tuscany,Florence,18.86,141,2025-10-01 18:00:00
Italy,Tuscany,Florence,23.77,187,2025-10-01 19:00:00
Italy,Tuscany,Florence,19.18,90,2025-10-01 20:00:00
Italy,Tuscany,Florence,19.02,1,2025-10-01 21:00:00
Italy,Tuscany,Florence,18.2,103,2025-10-01 22:00:00
Italy,Tuscany,Florence,19.41,316,2025-10-01 23:00:00
Italy,Apulia,Bari,21.76,2,2025-09-27 00:00:00
Italy,Apulia,Bari,18.67,57,2025-10-01 01:00:00
Italy,Apulia,Bari,15.06,45,2025-10-01 02:00:00
Italy,Apulia,Bari,18.51,126,2025-10-01 03:00:00
Italy,Apulia,Bari,13.73,197,2025-10-01 04:00:00
Italy,Apulia,Bari,24.88,211,2025-10-01 05:00:00
Italy,Apulia,Bari,14.6,2,2025-10-01 06:00:00
Italy,Apulia,Bari,21.95,107,2025-10-01 07:00:00
Italy,Apulia,Bari,18.95,131,2025-10-01 08:00:00
Italy,Apulia,Bari,14.36,39,2025-10-01 09:00:00
Italy,Apulia,Bari,14.47,299,2025-10-01 10:00:00
Italy,Apulia,Bari,14.06,142,2025-10-01 11:00:00
Italy,Apulia,Bari,13.18,295,2025-10-01 12:00:00
Italy,Apulia,Bari,21.32,42,2025-10-01 13:00:00
Italy,Apulia,Bari,17.37,92,2025-10-01 14:00:00
Italy,Apulia,Bari,22.34,255,2025-10-01 15:00:00
Italy,Apulia,Bari,16.75,150,2025-10-01 16:00:00
Italy,Apulia,Bari,18.34,90,2025-10-01 17:00:00
Italy,Apulia,Bari,20.34,57,2025-10-01 18:00:00
Italy,Apulia,Bari,19.63,104,2025-10-01 19:00:00
Italy,Apulia,Bari,13.91,62,2025-10-01 20:00:00
Italy,Apulia,Bari,12.42,164,2025-10-01 21:00:00
Italy,Apulia,Bari,18.42,278,2025-10-01 22:00:00
Italy,Apulia,Bari,24.01,96,2025-10-01 23:00:00
Italy,Sicily,Catania,21.23,134,2025-09-27 00:00:00
Italy,Sicily,Catania,15.52,2,2025-10-01 01:00:00
Italy,Sicily,Catania,14.66,249,2025-10-01 02:00:00
Italy,Sicily,Catania,17.22,46,2025-10-01 03:00:00
Italy,Sicily,Catania,19.09,55,2025-10-01 04:00:00
Italy,Sicily,Catania,22.3,333,2025-10-01 05:00:00
Italy,Sicily,Catania,16.93,299,2025-10-01 06:00:00
Italy,Sicily,Catania,11.97,295,2025-10-01 07:00:00
Italy,Sicily,Catania,10.29,272,2025-10-01 08:00:00
Italy,Sicily,Catania,10.08,243,2025-10-01 09:00:00
Italy,Sicily,Catania,15.18,245,2025-10-01 10:00:00
Italy,Sicily,Catania,18.87,268,2025-10-01 11:00:00
Italy,Sicily,Catania,13.11,98,2025-10-01 12:00:00
Italy,Sicily,Catania,23.39,52,2025-10-01 13:00:00
Italy,Sicily,Catania,21.47,210,2025-10-01 14:00:00
Italy,Sicily,Catania,17.09,44,2025-10-01 15:00:00
Italy,Sicily,Catania,11.78,215,2025-10-01 16:00:00
Italy,Sicily,Catania,21.54,67,2025-10-01 17:00:00
Italy,Sicily,Catania,22.61,17,2025-10-01 18:00:00
Italy,Sicily,Catania,22.26,32,2025-10-01 19:00:00
Italy,Sicily,Catania,18.71,279,2025-10-01 20:00:00
Italy,Sicily,Catania,19.37,122,2025-10-01 21:00:00
Italy,Sicily,Catania,20.99,104,2025-10-01 22:00:00
Italy,Sicily,Catania,24.51,142,2025-10-01 23:00:00
Poland,Masovian,Warsaw,19.3,35,2025-09-27 00:00:00
Poland,Masovian,Warsaw,16.73,36,2025-10-01 01:00:00
Poland,Masovian,Warsaw,24.99,176,2025-10-01 02:00:00
Poland,Masovian,Warsaw,23.26,121,2025-10-01 03:00:00
Poland,Masovian,Warsaw,11.95,152,2025-10-01 04:00:00
Poland,Masovian,Warsaw,11.37,206,2025-10-01 05:00:00
Poland,Masovian,Warsaw,14.12,151,2025-10-01 06:00:00
Poland,Masovian,Warsaw,19.72,77,2025-10-01 07:00:00
Poland,Masovian,Warsaw,17.13,40,2025-10-01 08:00:00
Poland,Masovian,Warsaw,10.65,298,2025-10-01 09:00:00
Poland,Masovian,Warsaw,19.23,354,2025-10-01 10:00:00
Poland,Masovian,Warsaw,17.43,208,2025-10-01 11:00:00
Poland,Masovian,Warsaw,17.06,37,2025-10-01 12:00:00
Poland,Masovian,Warsaw,23.95,115,2025-10-01 13:00:00
Poland,Masovian,Warsaw,24.17,186,2025-10-01 14:00:00
Poland,Masovian,Warsaw,15.27,302,2025-10-01 15:00:00
Poland,Masovian,Warsaw,15.65,220,2025-10-01 16:00:00
Poland,Masovian,Warsaw,19.19,276,2025-10-01 17:00:00
Poland,Masovian,Warsaw,23.31,3,2025-10-01 18:00:00
Poland,Masovian,Warsaw,11.34,25,2025-10-01 19:00:00
Poland,Masovian,Warsaw,15.95,125,2025-10-01 20:00:00
Poland,Masovian,Warsaw,16.09,305,2025-10-01 21:00:00
Poland,Masovian,Warsaw,23.19,234,2025-10-01 22:00:00
Poland,Masovian,Warsaw,17.89,202,2025-10-01 23:00:00
Poland,Lesser Poland,Kraków,19.41,40,2025-09-27 00:00:00
Poland,Lesser Poland,Kraków,23.33,298,2025-10-01 01:00:00
Poland,Lesser Poland,Kraków,20.08,2,2025-10-01 02:00:00
Poland,Lesser Poland,Kraków,13.9,174,2025-10-01 03:00:00
Poland,Lesser Poland,Kraków,11.65,213,2025-10-01 04:00:00
Poland,Lesser Poland,Kraków,21.12,177,2025-10-01 05:00:00
Poland,Lesser Poland,Kraków,12.56,320,2025-10-01 06:00:00
Poland,Lesser Poland,Kraków,20.5,297,2025-10-01 07:00:00
Poland,Lesser Poland,Kraków,13.11,262,2025-10-01 08:00:00
Poland,Lesser Poland,Kraków,22.89,99,2025-10-01 09:00:00
Poland,Lesser Poland,Kraków,15.37,256,2025-10-01 10:00:00
Poland,Lesser Poland,Kraków,14.69,86,2025-10-01 11:00:00
Poland,Lesser Poland,Kraków,13.33,34,2025-10-01 12:00:00
Poland,Lesser Poland,Kraków,10.0,27,2025-10-01 13:00:00
Poland,Lesser Poland,Kraków,14.59,90,2025-10-01 14:00:00
Poland,Lesser Poland,Kraków,14.44,184,2025-10-01 15:00:00
Poland,Lesser Poland,Kraków,16.07,95,2025-10-01 16:00:00
Poland,Lesser Poland,Kraków,20.74,70,2025-10-01 17:00:00
Poland,Lesser Poland,Kraków,13.18,22,2025-10-01 18:00:00
Poland,Lesser Poland,Kraków,11.51,147,2025-10-01 19:00:00
Poland,Lesser Poland,Kraków,16.97,155,2025-10-01 20:00:00
Poland,Lesser Poland,Kraków,20.9,338,2025-10-01 21:00:00
Poland,Lesser Poland,Kraków,15.63,117,2025-10-01 22:00:00
Poland,Lesser Poland,Kraków,10.27,289,2025-10-01 23:00:00
Poland,Łódź Voivodeship,Łódź,12.19,174,2025-09-27 00:00:00
Poland,Łódź Voivodeship,Łódź,12.27,323,2025-10-01 01:00:00
Poland,Łódź Voivodeship,Łódź,13.79,233,2025-10-01 02:00:00
Poland,Łódź Voivodeship,Łódź,18.15,18,2025-10-01 03:00:00
Poland,Łódź Voivodeship,Łódź,16.82,299,2025-10-01 04:00:00
Poland,Łódź Voivodeship,Łódź,22.48,46,2025-10-01 05:00:00
Poland,Łódź Voivodeship,Łódź,22.72,194,2025-10-01 06:00:00
Poland,Łódź Voivodeship,Łódź,23.06,272,2025-10-01 07:00:00
Poland,Łódź Voivodeship,Łódź,11.17,25,2025-10-01 08:00:00
Poland,Łódź Voivodeship,Łódź,20.58,70,2025-10-01 09:00:00
Poland,Łódź Voivodeship,Łódź,12.74,103,2025-10-01 10:00:00
Poland,Łódź Voivodeship,Łódź,12.74,358,2025-10-01 11:00:00
Poland,Łódź Voivodeship,Łódź,11.58,216,2025-10-01 12:00:00
Poland,Łódź Voivodeship,Łódź,17.21,85,2025-10-01 13:00:00
Poland,Łódź Voivodeship,Łódź,23.42,195,2025-10-01 14:00:00
Poland,Łódź Voivodeship,Łódź,23.31,102,2025-10-01 15:00:00
Poland,Łódź Voivodeship,Łódź,12.37,122,2025-10-01 16:00:00
Poland,Łódź Voivodeship,Łódź,16.2,69,2025-10-01 17:00:00
Poland,Łódź Voivodeship,Łódź,18.03,348,2025-10-01 18:00:00
Poland,Łódź Voivodeship,Łódź,14.81,340,2025-10-01 19:00:00
Poland,Łódź Voivodeship,Łódź,13.05,189,2025-10-01 20:00:00
Poland,Łódź Voivodeship,Łódź,12.28,49,2025-10-01 21:00:00
Poland,Łódź Voivodeship,Łódź,18.36,197,2025-10-01 22:00:00
Poland,Łódź Voivodeship,Łódź,13.46,280,2025-10-01 23:00:00
Poland,Lower Silesian,Wrocław,21.38,279,2025-09-27 00:00:00
Poland,Lower Silesian,Wrocław,13.88,336,2025-10-01 01:00:00
Poland,Lower Silesian,Wrocław,14.34,241,2025-10-01 02:00:00
Poland,Lower Silesian,Wrocław,23.95,15,2025-10-01 03:00:00
Poland,Lower Silesian,Wrocław,15.68,42,2025-10-01 04:00:00
Poland,Lower Silesian,Wrocław,20.11,356,2025-10-01 05:00:00
Poland,Lower Silesian,Wrocław,14.5,29,2025-10-01 06:00:00
Poland,Lower Silesian,Wrocław,19.61,105,2025-10-01 07:00:00
Poland,Lower Silesian,Wrocław,10.56,67,2025-10-01 08:00:00
Poland,Lower Silesian,Wrocław,20.44,126,2025-10-01 09:00:00
Poland,Lower Silesian,Wrocław,16.68,350,2025-10-01 10:00:00
Poland,Lower Silesian,Wrocław,11.05,157,2025-10-01 11:00:00
Poland,Lower Silesian,Wrocław,19.84,128,2025-10-01 12:00:00
Poland,Lower Silesian,Wrocław,24.53,253,2025-10-01 13:00:00
Poland,Lower Silesian,Wrocław,12.66,30,2025-10-01 14:00:00
Poland,Lower Silesian,Wrocław,22.59,92,2025-10-01 15:00:00
Poland,Lower Silesian,Wrocław,12.53,47,2025-10-01 16:00:00
Poland,Lower Silesian,Wrocław,24.73,57,2025-10-01 17:00:00
Poland,Lower Silesian,Wrocław,16.51,162,2025-10-01 18:00:00
Poland,Lower Silesian,Wrocław,16.34,358,2025-10-01 19:00:00
Poland,Lower Silesian,Wrocław,12.82,184,2025-10-01 20:00:00
Poland,Lower Silesian,Wrocław,17.89,188,2025-10-01 21:00:00
Poland,Lower Silesian,Wrocław,13.89,236,2025-10-01 22:00:00
Poland,Lower Silesian,Wrocław,18.42,200,2025-10-01 23:00:00
Poland,Greater Poland,Poznań,20.89,291,2025-09-27 00:00:00
Poland,Greater Poland,Poznań,23.47,231,2025-10-01 01:00:00
Poland,Greater Poland,Poznań,10.17,292,2025-10-01 02:00:00
Poland,Greater Poland,Poznań,11.31,344,2025-10-01 03:00:00
Poland,Greater Poland,Poznań,24.05,104,2025-10-01 04:00:00
Poland,Greater Poland,Poznań,10.4,306,2025-10-01 05:00:00
Poland,Greater Poland,Poznań,24.18,196,2025-10-01 06:00:00
Poland,Greater Poland,Poznań,23.26,325,2025-10-01 07:00:00
Poland,Greater Poland,Poznań,20.1,186,2025-10-01 08:00:00
Poland,Greater Poland,Poznań,18.57,18,2025-10-01 09:00:00
Poland,Greater Poland,Poznań,17.89,93,2025-10-01 10:00:00
Poland,Greater Poland,Poznań,24.8,118,2025-10-01 11:00:00
Poland,Greater Poland,Poznań,22.69,171,2025-10-01 12:00:00
Poland,Greater Poland,Poznań,14.06,86,2025-10-01 13:00:00
Poland,Greater Poland,Poznań,13.05,18,2025-10-01 14:00:00
Poland,Greater Poland,Poznań,15.06,98,2025-10-01 15:00:00
Poland,Greater Poland,Poznań,12.51,50,2025-10-01 16:00:00
Poland,Greater Poland,Poznań,23.21,133,2025-10-01 17:00:00
Poland,Greater Poland,Poznań,17.45,42,2025-10-01 18:00:00
Poland,Greater Poland,Poznań,18.39,8,2025-10-01 19:00:00
Poland,Greater Poland,Poznań,13.36,133,2025-10-01 20:00:00
Poland,Greater Poland,Poznań,10.15,142,2025-10-01 21:00:00
Poland,Greater Poland,Poznań,12.6,315,2025-10-01 22:00:00
Poland,Greater Poland,Poznań,21.56,43,2025-10-01 23:00:00
Poland,Pomeranian,Gdańsk,21.8,259,2025-09-27 00:00:00
Poland,Pomeranian,Gdańsk,19.2,295,2025-10-01 01:00:00
Poland,Pomeranian,Gdańsk,20.77,343,2025-10-01 02:00:00
Poland,Pomeranian,Gdańsk,21.45,194,2025-10-01 03:00:00
Poland,Pomeranian,Gdańsk,11.94,337,2025-10-01 04:00:00
Poland,Pomeranian,Gdańsk,17.53,267,2025-10-01 05:00:00
Poland,Pomeranian,Gdańsk,17.47,294,2025-10-01 06:00:00
Poland,Pomeranian,Gdańsk,17.23,235,2025-10-01 07:00:00
Poland,Pomeranian,Gdańsk,23.31,255,2025-10-01 08:00:00
Poland,Pomeranian,Gdańsk,21.7,275,2025-10-01 09:00:00
Poland,Pomeranian,Gdańsk,21.77,111,2025-10-01 10:00:00
Poland,Pomeranian,Gdańsk,20.27,93,2025-10-01 11:00:00
Poland,Pomeranian,Gdańsk,15.25,258,2025-10-01 12:00:00
Poland,Pomeranian,Gdańsk,11.31,354,2025-10-01 13:00:00
Poland,Pomeranian,Gdańsk,14.47,23,2025-10-01 14:00:00
Poland,Pomeranian,Gdańsk,13.89,247,2025-10-01 15:00:00
Poland,Pomeranian,Gdańsk,17.6,227,2025-10-01 16:00:00
Poland,Pomeranian,Gdańsk,10.65,327,2025-10-01 17:00:00
Poland,Pomeranian,Gdańsk,11.88,256,2025-10-01 18:00:00
Poland,Pomeranian,Gdańsk,16.53,313,2025-10-01 19:00:00
Poland,Pomeranian,Gdańsk,10.24,5,2025-10-01 20:00:00
Poland,Pomeranian,Gdańsk,10.59,61,2025-10-01 21:00:00
Poland,Pomeranian,Gdańsk,18.28,178,2025-10-01 22:00:00
Poland,Pomeranian,Gdańsk,24.8,1,2025-10-01 23:00:00
Poland,West Pomeranian,Szczecin,19.92,95,2025-09-27 00:00:00
Poland,West Pomeranian,Szczecin,15.53,327,2025-10-01 01:00:00
Poland,West Pomeranian,Szczecin,21.61,34,2025-10-01 02:00:00
Poland,West Pomeranian,Szczecin,11.68,88,2025-10-01 03:00:00
Poland,West Pomeranian,Szczecin,24.72,201,2025-10-01 04:00:00
Poland,West Pomeranian,Szczecin,11.88,329,2025-10-01 05:00:00
Poland,West Pomeranian,Szczecin,24.02,147,2025-10-01 06:00:00
Poland,West Pomeranian,Szczecin,17.38,206,2025-10-01 07:00:00
Poland,West Pomeranian,Szczecin,20.7,312,2025-10-01 08:00:00
Poland,West Pomeranian,Szczecin,13.23,20,2025-10-01 09:00:00
Poland,West Pomeranian,Szczecin,13.03,222,2025-10-01 10:00:00
Poland,West Pomeranian,Szczecin,13.77,263,2025-10-01 11:00:00
Poland,West Pomeranian,Szczecin,16.14,120,2025-10-01 12:00:00
Poland,West Pomeranian,Szczecin,15.53,172,2025-10-01 13:00:00
Poland,West Pomeranian,Szczecin,23.96,345,2025-10-01 14:00:00
Poland,West Pomeranian,Szczecin,14.1,74,2025-10-01 15:00:00
Poland,West Pomeranian,Szczecin,24.9,340,2025-10-01 16:00:00
Poland,West Pomeranian,Szczecin,12.47,4,2025-10-01 17:00:00
Poland,West Pomeranian,Szczecin,23.4,347,2025-10-01 18:00:00
Poland,West Pomeranian,Szczecin,14.52,344,2025-10-01 19:00:00
Poland,West Pomeranian,Szczecin,22.35,5,2025-10-01 20:00:00
Poland,West Pomeranian,Szczecin,18.91,11,2025-10-01 21:00:00
Poland,West Pomeranian,Szczecin,14.14,157,2025-10-01 22:00:00
Poland,West Pomeranian,Szczecin,12.84,323,2025-10-01 23:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,12.84,313,2025-09-27 00:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,14.28,297,2025-10-01 01:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,13.47,153,2025-10-01 02:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,17.77,108,2025-10-01 03:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,13.04,274,2025-10-01 04:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,12.88,334,2025-10-01 05:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,19.52,113,2025-10-01 06:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,18.14,3,2025-10-01 07:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,21.97,273,2025-10-01 08:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,22.87,125,2025-10-01 09:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,22.5,210,2025-10-01 10:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,17.46,176,2025-10-01 11:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,24.88,335,2025-10-01 12:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,21.17,53,2025-10-01 13:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,17.99,28,2025-10-01 14:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,24.45,40,2025-10-01 15:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,21.46,59,2025-10-01 16:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,22.37,293,2025-10-01 17:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,10.49,96,2025-10-01 18:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,23.02,81,2025-10-01 19:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,23.44,26,2025-10-01 20:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,14.32,191,2025-10-01 21:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,19.01,324,2025-10-01 22:00:00
Poland,Kuyavian-Pomeranian,Bydgoszcz,12.71,309,2025-10-01 23:00:00
Poland,Lublin,Lublin,12.72,286,2025-09-27 00:00:00
Poland,Lublin,Lublin,10.44,169,2025-10-01 01:00:00
Poland,Lublin,Lublin,21.78,110,2025-10-01 02:00:00
Poland,Lublin,Lublin,22.84,90,2025-10-01 03:00:00
Poland,Lublin,Lublin,10.61,147,2025-10-01 04:00:00
Poland,Lublin,Lublin,18.72,134,2025-10-01 05:00:00
Poland,Lublin,Lublin,18.89,46,2025-10-01 06:00:00
Poland,Lublin,Lublin,17.84,204,2025-10-01 07:00:00
